Date,Price,Open,High,Low,Vol.,Change %,Index
4/10/2016,"2,080.70","2,050.20","2,087.80","2,039.70",,1.62%,S&P 500
4/3/2016,"2,047.60","2,073.20","2,074.00","2,033.80",,-1.22%,S&P 500
3/27/2016,"2,072.80","2,037.90","2,075.10","2,028.30",,1.81%,S&P 500
3/20/2016,"2,035.90","2,047.90","2,056.60","2,022.50",,-0.67%,S&P 500
3/13/2016,"2,049.60","2,019.30","2,052.40","2,005.20",,1.35%,S&P 500
3/6/2016,"2,022.20","1,996.10","2,022.40","1,969.20",,1.11%,S&P 500
2/28/2016,"2,000.00","1,947.10","2,009.10","1,931.80",,2.67%,S&P 500
2/21/2016,"1,948.00","1,924.40","1,963.00","1,891.00",,1.57%,S&P 500
2/14/2016,"1,917.80","1,871.40","1,930.70","1,871.40",,2.84%,S&P 500
2/7/2016,"1,864.80","1,873.20","1,881.60","1,810.10",,-0.81%,S&P 500
1/31/2016,"1,880.00","1,936.90","1,947.20","1,872.20",,-3.10%,S&P 500
1/24/2016,"1,940.20","1,906.30","1,940.20","1,872.70",,1.75%,S&P 500
1/17/2016,"1,906.90","1,888.70","1,908.80","1,812.30",,1.41%,S&P 500
1/10/2016,"1,880.30","1,926.10","1,950.30","1,857.80",,-2.17%,S&P 500
1/3/2016,"1,922.00","2,038.20","2,038.20","1,918.50",,-5.96%,S&P 500
12/27/2015,"2,043.90","2,057.80","2,081.60","2,043.60",,-0.83%,S&P 500
12/20/2015,"2,061.00","2,010.30","2,067.40","2,005.90",,2.77%,S&P 500
12/13/2015,"2,005.50","2,013.40","2,076.70","1,993.30",,-0.34%,S&P 500
12/6/2015,"2,012.40","2,090.40","2,090.40","2,008.80",,-3.79%,S&P 500
11/29/2015,"2,091.70","2,090.90","2,104.30","2,042.30",,0.08%,S&P 500
11/22/2015,"2,090.10","2,089.40","2,095.60","2,070.30",,0.04%,S&P 500
11/15/2015,"2,089.20","2,022.10","2,097.10","2,019.40",,3.27%,S&P 500
11/8/2015,"2,023.00","2,096.60","2,096.60","2,022.00",,-3.63%,S&P 500
11/1/2015,"2,099.20","2,080.80","2,116.50","2,080.80",,0.95%,S&P 500
10/25/2015,"2,079.40","2,075.10","2,094.30","2,058.80",,0.20%,S&P 500
10/18/2015,"2,075.20","2,031.70","2,079.70","2,017.20",,2.07%,S&P 500
10/11/2015,"2,033.10","2,015.70","2,033.50","1,990.70",,0.90%,S&P 500
10/4/2015,"2,014.90","1,954.30","2,020.10","1,954.30",,3.25%,S&P 500
9/27/2015,"1,951.40","1,929.20","1,951.40","1,871.90",,1.04%,S&P 500
9/20/2015,"1,931.30","1,960.80","1,979.60","1,908.90",,-1.36%,S&P 500
9/13/2015,"1,958.00","1,963.10","2,020.90","1,948.30",,-0.15%,S&P 500
9/6/2015,"1,961.00","1,927.30","1,988.60","1,927.30",,2.07%,S&P 500
8/30/2015,"1,921.20","1,986.70","1,986.70","1,903.10",,-3.40%,S&P 500
8/23/2015,"1,988.90","1,965.20","1,993.50","1,867.00",,0.91%,S&P 500
8/16/2015,"1,970.90","2,089.70","2,103.50","1,970.90",,-5.77%,S&P 500
8/9/2015,"2,091.50","2,081.00","2,105.30","2,052.10",,0.67%,S&P 500
8/2/2015,"2,077.60","2,104.50","2,112.70","2,067.90",,-1.25%,S&P 500
7/26/2015,"2,103.80","2,078.20","2,114.20","2,063.50",,1.16%,S&P 500
7/19/2015,"2,079.70","2,126.80","2,132.80","2,077.10",,-2.21%,S&P 500
7/12/2015,"2,126.60","2,080.00","2,128.90","2,080.00",,2.41%,S&P 500
7/5/2015,"2,076.60","2,073.90","2,083.70","2,044.00",,-0.01%,S&P 500
6/28/2015,"2,076.80","2,098.60","2,098.60","2,056.30",,-1.18%,S&P 500
6/21/2015,"2,101.50","2,112.50","2,129.90","2,095.40",,-0.40%,S&P 500
6/14/2015,"2,110.00","2,091.30","2,126.70","2,072.50",,0.76%,S&P 500
6/7/2015,"2,094.10","2,092.30","2,115.00","2,072.10",,0.06%,S&P 500
5/31/2015,"2,092.80","2,108.60","2,121.90","2,085.70",,-0.69%,S&P 500
5/24/2015,"2,107.40","2,125.30","2,126.20","2,099.20",,-0.88%,S&P 500
5/17/2015,"2,126.10","2,121.30","2,134.70","2,120.00",,0.16%,S&P 500
5/10/2015,"2,122.70","2,115.60","2,123.90","2,085.60",,0.31%,S&P 500
5/3/2015,"2,116.10","2,110.20","2,120.90","2,067.90",,0.37%,S&P 500
4/26/2015,"2,108.30","2,119.30","2,125.90","2,077.60",,-0.44%,S&P 500
4/19/2015,"2,117.70","2,084.10","2,120.90","2,084.10",,1.75%,S&P 500
4/12/2015,"2,081.20","2,102.00","2,111.90","2,072.40",,-0.99%,S&P 500
4/5/2015,"2,102.10","2,064.90","2,102.60","2,056.50",,1.70%,S&P 500
3/29/2015,"2,067.00","2,064.10","2,089.00","2,048.40",,0.29%,S&P 500
3/22/2015,"2,061.00","2,108.00","2,114.90","2,045.50",,-2.23%,S&P 500
3/15/2015,"2,108.10","2,055.30","2,113.90","2,055.30",,2.66%,S&P 500
3/8/2015,"2,053.40","2,072.20","2,083.50","2,039.70",,-0.86%,S&P 500
3/1/2015,"2,071.30","2,105.20","2,117.50","2,067.30",,-1.58%,S&P 500
