Date,Price,Open,High,Low,Vol.,Change %,Index
2/20/2005,"4,348.64","4,363.21","4,373.15","4,276.01",551.03M,-0.25%,DAX
2/13/2005,"4,359.47","4,395.37","4,409.09","4,348.66",473.65M,-0.65%,DAX
2/6/2005,"4,387.80","4,342.75","4,391.79","4,338.96",483.19M,1.12%,DAX
1/30/2005,"4,339.28","4,211.86","4,340.27","4,211.86",510.73M,3.27%,DAX
1/23/2005,"4,201.81","4,195.37","4,245.08","4,160.83",596.18M,-0.28%,DAX
1/16/2005,"4,213.70","4,235.94","4,269.73","4,198.34",502.91M,-0.44%,DAX
1/9/2005,"4,232.36","4,311.86","4,324.38","4,191.14",554.32M,-1.95%,DAX
1/2/2005,"4,316.40","4,260.92","4,325.77","4,242.07",450.08M,1.42%,DAX
12/26/2004,"4,256.08","4,254.41","4,272.18","4,235.36",122.05M,0.10%,DAX
12/19/2004,"4,251.62","4,178.17","4,253.68","4,176.38",266.76M,1.66%,DAX
12/12/2004,"4,182.27","4,189.34","4,250.05","4,173.59",540.85M,0.18%,DAX
12/5/2004,"4,174.55","4,199.25","4,231.46","4,131.24",389.52M,-0.82%,DAX
11/28/2004,"4,208.87","4,160.89","4,233.52","4,107.62",531.63M,1.31%,DAX
11/21/2004,"4,154.27","4,115.91","4,161.55","4,088.59",354.77M,0.47%,DAX
11/14/2004,"4,134.89","4,162.93","4,202.45","4,106.87",489.37M,-0.20%,DAX
11/7/2004,"4,143.35","4,063.83","4,162.37","4,051.61",541.97M,1.96%,DAX
10/31/2004,"4,063.58","3,961.18","4,111.78","3,959.25",476.32M,2.61%,DAX
10/24/2004,"3,960.25","3,880.48","3,994.19","3,838.98",502.16M,0.64%,DAX
10/17/2004,"3,935.14","3,926.51","3,983.45","3,889.72",432.12M,0.33%,DAX
10/10/2004,"3,922.11","4,011.83","4,026.99","3,897.48",517.45M,-2.33%,DAX
10/3/2004,"4,015.54","4,005.64","4,078.50","4,001.52",496.77M,0.52%,DAX
9/26/2004,"3,994.96","3,905.74","3,996.11","3,848.28",446.68M,2.17%,DAX
9/19/2004,"3,910.30","3,986.33","3,999.47","3,887.84",447.83M,-1.95%,DAX
9/12/2004,"3,988.07","3,890.29","4,000.13","3,890.29",501.01M,2.63%,DAX
9/5/2004,"3,886.03","3,867.45","3,905.11","3,836.04",357.52M,0.49%,DAX
8/29/2004,"3,866.99","3,848.80","3,882.78","3,778.19",384.47M,0.41%,DAX
8/22/2004,"3,851.18","3,722.23","3,856.03","3,722.23",363.31M,3.73%,DAX
8/15/2004,"3,712.61","3,643.08","3,758.51","3,618.58",407.01M,1.80%,DAX
8/8/2004,"3,646.99","3,726.51","3,736.55","3,618.69",498.32M,-2.17%,DAX
8/1/2004,"3,727.74","3,891.18","3,891.78","3,719.46",434.37M,-4.31%,DAX
7/25/2004,"3,895.61","3,795.66","3,911.30","3,749.04",447.69M,2.59%,DAX
7/18/2004,"3,797.33","3,845.03","3,899.42","3,785.29",428.41M,-1.26%,DAX
7/11/2004,"3,845.93","3,911.54","3,928.07","3,837.63",404.13M,-2.00%,DAX
7/4/2004,"3,924.49","3,998.19","4,011.54","3,882.75",381.00M,-1.86%,DAX
6/27/2004,"3,998.77","4,016.82","4,101.52","3,990.50",419.88M,-0.36%,DAX
6/20/2004,"4,013.35","4,008.50","4,029.11","3,916.42",408.25M,0.34%,DAX
6/13/2004,"3,999.79","4,008.61","4,018.60","3,933.12",468.57M,-0.37%,DAX
6/6/2004,"4,014.56","3,973.45","4,040.77","3,973.45",346.75M,1.33%,DAX
5/30/2004,"3,961.93","3,904.39","3,973.57","3,856.04",333.01M,1.52%,DAX
5/23/2004,"3,902.72","3,842.41","3,940.71","3,809.98",398.03M,1.85%,DAX
5/16/2004,"3,831.84","3,801.47","3,883.15","3,710.02",444.40M,0.76%,DAX
5/9/2004,"3,803.10","3,894.98","3,894.98","3,769.59",525.40M,-2.38%,DAX
5/2/2004,"3,895.64","3,972.88","4,029.32","3,852.90",485.47M,-2.25%,DAX
4/25/2004,"3,985.21","4,105.97","4,156.89","3,968.86",558.38M,-2.89%,DAX
4/18/2004,"4,103.62","4,033.00","4,129.14","3,995.59",512.75M,1.73%,DAX
4/11/2004,"4,033.98","4,016.09","4,094.23","3,970.02",371.81M,0.51%,DAX
4/4/2004,"4,013.53","4,015.23","4,065.71","4,000.44",373.14M,0.15%,DAX
3/28/2004,"4,007.60","3,828.04","4,008.08","3,823.67",496.25M,4.85%,DAX
3/21/2004,"3,822.33","3,802.53","3,849.99","3,692.40",618.63M,0.08%,DAX
3/14/2004,"3,819.15","3,908.61","3,909.87","3,775.11",733.06M,-2.46%,DAX
3/7/2004,"3,915.38","4,131.34","4,163.19","3,824.54",600.38M,-5.11%,DAX
2/29/2004,"4,126.14","4,026.19","4,151.84","4,026.19",473.94M,2.69%,DAX
2/22/2004,"4,018.16","4,074.11","4,106.08","3,960.41",505.67M,-1.35%,DAX
2/15/2004,"4,073.35","4,054.96","4,147.34","4,040.49",444.61M,0.40%,DAX
2/8/2004,"4,057.05","4,051.36","4,150.56","4,047.92",420.88M,0.30%,DAX
2/1/2004,"4,044.99","4,062.79","4,087.21","4,007.87",486.49M,-0.34%,DAX
1/25/2004,"4,058.60","4,152.09","4,175.48","4,048.52",533.53M,-2.25%,DAX
1/18/2004,"4,151.83","4,111.89","4,171.49","4,099.47",533.82M,0.98%,DAX
1/11/2004,"4,111.64","4,010.05","4,122.93","3,980.19",587.89M,2.38%,DAX
1/4/2004,"4,016.18","4,019.94","4,073.33","3,982.83",592.32M,-0.06%,DAX
12/28/2003,"4,018.50","3,907.57","4,022.96","3,907.57",133.56M,2.95%,DAX
12/21/2003,"3,903.34","3,891.67","3,913.26","3,870.56",108.98M,0.13%,DAX
12/14/2003,"3,898.42","3,866.92","3,930.26","3,823.71",518.68M,0.99%,DAX
12/7/2003,"3,860.13","3,834.89","3,904.43","3,778.73",474.53M,0.48%,DAX
11/30/2003,"3,841.73","3,752.72","3,894.82","3,752.72",520.05M,2.56%,DAX
11/23/2003,"3,745.95","3,642.70","3,786.37","3,642.70",396.18M,2.85%,DAX
11/16/2003,"3,642.25","3,792.89","3,792.89","3,576.52",500.82M,-4.09%,DAX
11/9/2003,"3,797.40","3,778.27","3,813.20","3,696.95",513.86M,0.39%,DAX
11/2/2003,"3,782.56","3,657.61","3,814.21","3,651.77",520.39M,3.46%,DAX
10/26/2003,"3,655.99","3,459.07","3,675.78","3,459.07",449.90M,5.89%,DAX
10/19/2003,"3,452.64","3,520.54","3,593.50","3,423.34",438.25M,-1.82%,DAX
10/12/2003,"3,516.67","3,480.13","3,606.00","3,480.13",475.84M,1.31%,DAX
10/5/2003,"3,471.25","3,414.06","3,512.21","3,332.82",470.75M,1.53%,DAX
9/28/2003,"3,419.00","3,324.00","3,439.89","3,202.87",514.79M,2.83%,DAX
9/21/2003,"3,324.85","3,578.16","3,578.16","3,275.54",575.08M,-7.09%,DAX
9/14/2003,"3,578.70","3,512.28","3,629.59","3,506.38",565.46M,2.01%,DAX
9/7/2003,"3,508.06","3,612.85","3,670.30","3,473.79",455.44M,-2.76%,DAX
8/31/2003,"3,607.71","3,493.34","3,676.88","3,493.34",474.36M,3.53%,DAX
8/24/2003,"3,484.58","3,547.65","3,547.65","3,438.86",384.10M,-1.82%,DAX
8/17/2003,"3,549.05","3,447.58","3,588.53","3,447.58",437.13M,3.05%,DAX
8/10/2003,"3,443.93","3,333.07","3,470.53","3,309.85",413.88M,3.35%,DAX
8/3/2003,"3,332.24","3,433.72","3,464.60","3,299.77",430.58M,-3.10%,DAX
7/27/2003,"3,438.89","3,360.67","3,487.86","3,360.67",464.06M,2.44%,DAX
7/20/2003,"3,356.89","3,370.07","3,390.61","3,254.19",447.99M,-0.29%,DAX
7/13/2003,"3,366.71","3,335.12","3,430.76","3,312.90",501.93M,1.21%,DAX
7/6/2003,"3,326.51","3,244.94","3,363.43","3,244.94",627.81M,2.68%,DAX
6/29/2003,"3,239.61","3,228.81","3,271.31","3,119.35",435.09M,0.46%,DAX
6/22/2003,"3,224.66","3,236.96","3,263.12","3,157.70",471.80M,-0.44%,DAX
6/15/2003,"3,238.98","3,156.80","3,324.44","3,122.40",630.23M,2.22%,DAX
6/8/2003,"3,168.71","3,124.59","3,253.70","3,075.19",518.59M,1.32%,DAX
6/1/2003,"3,127.46","2,990.93","3,146.91","2,990.93",559.64M,4.85%,DAX
5/25/2003,"2,982.68","2,821.54","2,997.62","2,769.45",412.32M,5.66%,DAX
5/18/2003,"2,822.83","2,976.38","2,976.38","2,773.77",494.85M,-5.56%,DAX
5/11/2003,"2,989.08","2,961.14","3,029.49","2,871.61",496.47M,1.10%,DAX
5/4/2003,"2,956.59","2,991.74","3,068.08","2,861.70",529.36M,-0.98%,DAX
4/27/2003,"2,986.00","2,834.46","3,004.79","2,821.35",435.78M,5.21%,DAX
4/20/2003,"2,838.23","2,898.36","3,000.76","2,828.84",413.57M,-2.12%,DAX
4/13/2003,"2,899.78","2,741.66","2,915.69","2,700.33",411.31M,6.07%,DAX
4/6/2003,"2,733.95","2,654.76","2,824.99","2,654.44",556.91M,3.01%,DAX
3/30/2003,"2,654.07","2,511.99","2,656.25","2,395.72",498.52M,5.29%,DAX
3/23/2003,"2,520.84","2,712.62","2,712.62","2,481.71",492.65M,-7.15%,DAX
3/16/2003,"2,715.06","2,398.11","2,731.57","2,327.87",874.25M,12.98%,DAX
3/9/2003,"2,403.19","2,437.32","2,482.14","2,188.75",644.24M,-1.17%,DAX
3/2/2003,"2,431.66","2,553.74","2,600.76","2,393.59",441.42M,-4.53%,DAX
2/23/2003,"2,547.05","2,648.49","2,648.55","2,433.15",552.90M,-3.84%,DAX
2/16/2003,"2,648.87","2,683.48","2,750.08","2,565.14",590.23M,-0.96%,DAX
2/9/2003,"2,674.46","2,573.26","2,711.59","2,528.90",447.20M,4.09%,DAX
2/2/2003,"2,569.34","2,750.40","2,802.93","2,561.73",475.01M,-6.50%,DAX
1/26/2003,"2,747.83","2,716.42","2,753.26","2,563.92",596.38M,1.10%,DAX
1/19/2003,"2,717.82","2,927.58","2,966.78","2,714.89",502.73M,-6.89%,DAX
1/12/2003,"2,918.82","3,039.91","3,145.66","2,918.26",481.65M,-3.90%,DAX
1/5/2003,"3,037.33","3,101.17","3,157.25","2,932.93",469.48M,-1.80%,DAX
12/29/2002,"3,092.94","2,838.87","3,124.86","2,836.01",176.42M,8.91%,DAX
12/22/2002,"2,840.00","3,022.31","3,048.29","2,840.00",74.27M,-6.09%,DAX
12/15/2002,"3,024.22","3,074.51","3,222.40","2,925.87",522.24M,-1.72%,DAX
12/8/2002,"3,077.06","3,206.36","3,223.42","3,034.12",388.55M,-4.07%,DAX
12/1/2002,"3,207.53","3,332.73","3,476.83","3,108.76",530.34M,-3.40%,DAX
11/24/2002,"3,320.32","3,322.78","3,403.40","3,148.94",401.18M,-0.02%,DAX
11/17/2002,"3,320.88","3,195.97","3,337.34","3,117.02",406.86M,4.05%,DAX
11/10/2002,"3,191.76","3,076.25","3,232.07","2,987.85",445.63M,3.66%,DAX
11/3/2002,"3,079.10","3,167.49","3,443.49","3,072.81",490.32M,-2.72%,DAX
10/27/2002,"3,165.16","3,105.29","3,235.66","2,999.60",433.13M,2.04%,DAX
10/20/2002,"3,102.01","3,151.94","3,299.01","2,983.64",466.28M,-1.95%,DAX
10/13/2002,"3,163.67","2,928.63","3,226.25","2,793.93",544.11M,7.95%,DAX
10/6/2002,"2,930.74","2,710.33","2,930.74","2,519.30",545.06M,7.96%,DAX
9/29/2002,"2,714.62","2,906.60","2,974.34","2,677.61",468.07M,-7.00%,DAX
9/22/2002,"2,918.90","3,063.44","3,106.09","2,774.36",507.68M,-4.79%,DAX
9/15/2002,"3,065.73","3,359.33","3,445.59","2,956.56",566.84M,-8.79%,DAX
9/8/2002,"3,361.28","3,480.57","3,615.59","3,275.28",332.40M,-3.57%,DAX
9/1/2002,"3,485.68","3,698.69","3,698.69","3,301.81",406.53M,-6.12%,DAX
8/25/2002,"3,712.94","3,830.08","3,900.11","3,580.91",316.93M,-3.01%,DAX
8/18/2002,"3,828.26","3,681.67","3,930.96","3,628.46",382.75M,3.90%,DAX
8/11/2002,"3,684.69","3,750.26","3,750.26","3,542.06",346.40M,-2.03%,DAX
8/4/2002,"3,760.86","3,533.30","3,760.86","3,235.38",480.48M,6.46%,DAX
7/28/2002,"3,532.49","3,584.51","3,945.38","3,496.49",483.21M,-1.30%,DAX
7/21/2002,"3,579.00","3,888.11","3,888.11","3,265.96",622.29M,-8.04%,DAX
7/14/2002,"3,891.88","4,124.53","4,152.45","3,825.54",567.04M,-5.78%,DAX
7/7/2002,"4,130.80","4,475.89","4,480.49","4,039.23",519.11M,-7.86%,DAX
6/30/2002,"4,483.03","4,377.10","4,483.03","4,101.58",441.55M,2.29%,DAX
6/23/2002,"4,382.56","4,233.87","4,388.27","3,946.70",528.73M,3.55%,DAX
6/16/2002,"4,232.40","4,317.84","4,503.80","4,153.31",632.34M,-1.66%,DAX
6/9/2002,"4,303.85","4,617.19","4,686.13","4,252.86",390.54M,-6.64%,DAX
6/2/2002,"4,610.18","4,818.07","4,850.38","4,513.00",326.79M,-4.32%,DAX
5/26/2002,"4,818.30","4,896.84","5,016.11","4,741.95",315.47M,-1.65%,DAX
5/19/2002,"4,899.13","5,046.17","5,059.42","4,859.54",333.07M,-2.73%,DAX
5/12/2002,"5,036.41","4,861.15","5,126.33","4,832.86",378.26M,3.38%,DAX
5/5/2002,"4,871.70","4,884.03","5,028.59","4,773.49",320.41M,-0.23%,DAX
4/28/2002,"4,882.77","4,994.20","5,066.97","4,872.19",330.45M,-2.35%,DAX
4/21/2002,"5,000.38","5,285.42","5,285.42","4,984.62",384.86M,-5.38%,DAX
4/14/2002,"5,284.55","5,194.94","5,378.27","5,167.19",312.39M,1.83%,DAX
4/7/2002,"5,189.65","5,261.37","5,290.87","5,128.02",312.23M,-1.35%,DAX
3/31/2002,"5,260.53","5,379.64","5,379.64","5,211.74",229.00M,-2.53%,DAX
3/24/2002,"5,397.29","5,361.20","5,424.52","5,289.93",212.73M,0.58%,DAX
3/17/2002,"5,366.13","5,399.15","5,467.31","5,312.03",351.78M,-0.65%,DAX
3/10/2002,"5,401.11","5,360.04","5,403.28","5,233.66",451.93M,0.78%,DAX
3/3/2002,"5,359.55","5,107.87","5,376.23","5,107.87",426.98M,5.14%,DAX
2/24/2002,"5,097.41","4,758.83","5,116.14","4,731.41",361.86M,7.41%,DAX
2/17/2002,"4,745.58","4,865.83","4,894.49","4,706.01",333.17M,-2.41%,DAX
2/10/2002,"4,862.60","4,845.24","4,992.60","4,834.15",341.72M,0.55%,DAX
2/3/2002,"4,835.95","5,088.83","5,093.49","4,730.70",443.05M,-5.12%,DAX
1/27/2002,"5,097.06","5,156.52","5,205.63","4,980.70",378.50M,-1.16%,DAX
1/20/2002,"5,156.63","5,122.40","5,219.85","5,006.26",333.49M,0.67%,DAX
1/13/2002,"5,122.23","5,206.23","5,206.23","4,974.58",412.90M,-1.68%,DAX
1/6/2002,"5,209.97","5,327.40","5,347.12","5,172.04",422.20M,-2.04%,DAX
12/30/2001,"5,318.73","5,155.26","5,352.16","5,107.36",202.20M,3.07%,DAX
12/23/2001,"5,160.10","5,032.87","5,175.57","5,032.87",55.50M,2.81%,DAX
12/16/2001,"5,019.01","4,913.93","5,115.79","4,877.57",377.10M,2.23%,DAX
12/9/2001,"4,909.42","5,200.54","5,212.95","4,901.04",340.40M,-5.57%,DAX
12/2/2001,"5,199.03","4,986.58","5,341.86","4,872.25",394.20M,4.19%,DAX
11/25/2001,"4,989.91","5,159.81","5,217.47","4,874.23",358.34M,-3.13%,DAX
11/18/2001,"5,150.97","5,071.63","5,212.03","5,016.92",331.74M,1.74%,DAX
11/11/2001,"5,062.64","4,907.61","5,114.40","4,648.68",454.51M,3.11%,DAX
11/4/2001,"4,910.07","4,588.69","5,005.95","4,588.69",353.93M,7.13%,DAX
10/28/2001,"4,583.31","4,812.60","4,812.60","4,457.72",323.11M,-4.92%,DAX
10/21/2001,"4,820.26","4,518.36","4,874.31","4,480.16",336.75M,6.80%,DAX
10/14/2001,"4,513.53","4,619.59","4,779.64","4,445.64",349.35M,-2.41%,DAX
10/7/2001,"4,625.13","4,469.11","4,742.18","4,330.54",342.61M,3.06%,DAX
9/30/2001,"4,487.69","4,315.06","4,592.14","4,157.60",362.11M,4.17%,DAX
9/23/2001,"4,308.15","3,792.86","4,317.63","3,792.86",418.54M,13.75%,DAX
9/16/2001,"3,787.23","4,120.56","4,301.47","3,539.18",612.66M,-7.99%,DAX
9/9/2001,"4,115.98","4,725.16","4,788.38","4,115.98",482.51M,-12.99%,DAX
9/2/2001,"4,730.67","5,195.67","5,220.10","4,713.12",370.55M,-8.82%,DAX
8/26/2001,"5,188.17","5,397.64","5,455.12","5,132.27",285.08M,-3.70%,DAX
8/19/2001,"5,387.50","5,219.75","5,423.54","5,124.69",313.55M,3.17%,DAX
8/12/2001,"5,222.12","5,441.10","5,569.05","5,174.30",329.88M,-3.89%,DAX
8/5/2001,"5,433.49","5,734.24","5,802.68","5,387.34",397.82M,-5.27%,DAX
7/29/2001,"5,735.88","5,749.25","5,930.45","5,712.48",265.67M,-0.33%,DAX
7/22/2001,"5,754.86","5,751.13","5,844.07","5,551.14",263.26M,-0.16%,DAX
7/15/2001,"5,764.06","5,927.45","5,928.89","5,684.56",278.77M,-2.77%,DAX
7/8/2001,"5,928.01","5,861.92","5,932.64","5,731.85",320.00M,1.12%,DAX
7/1/2001,"5,862.10","6,053.81","6,131.97","5,846.63",275.32M,-3.24%,DAX
6/24/2001,"6,058.38","5,928.50","6,058.50","5,758.69",299.27M,1.96%,DAX
6/17/2001,"5,941.77","5,921.61","5,980.14","5,812.70",299.64M,0.45%,DAX
6/10/2001,"5,915.18","6,189.06","6,225.84","5,889.41",674.30M,-4.40%,DAX
6/3/2001,"6,187.21","6,134.10","6,278.04","6,134.10",238.98M,1.01%,DAX
5/27/2001,"6,125.17","6,225.66","6,255.19","5,994.66",299.73M,-1.58%,DAX
5/20/2001,"6,223.57","6,193.13","6,337.47","6,139.24",223.18M,0.59%,DAX
5/13/2001,"6,186.87","6,122.45","6,226.58","5,960.46",269.29M,0.75%,DAX
5/6/2001,"6,141.02","6,137.92","6,222.24","6,025.86",264.29M,0.04%,DAX
4/29/2001,"6,138.28","6,176.73","6,296.62","6,001.51",217.91M,-0.60%,DAX
4/22/2001,"6,175.24","6,118.24","6,186.68","6,032.74",258.82M,0.77%,DAX
4/15/2001,"6,127.97","6,004.32","6,224.30","5,827.62",228.73M,2.09%,DAX
4/8/2001,"6,002.30","5,695.77","6,019.26","5,657.87",217.51M,5.32%,DAX
4/1/2001,"5,698.88","5,843.37","5,912.26","5,383.99",298.16M,-2.25%,DAX
3/25/2001,"5,829.95","5,557.82","5,944.25","5,557.82",295.42M,5.15%,DAX
3/18/2001,"5,544.67","5,732.85","5,805.71","5,351.48",293.38M,-3.31%,DAX
3/11/2001,"5,734.49","6,202.37","6,202.37","5,663.54",601.11M,-7.57%,DAX
3/4/2001,"6,204.42","6,172.35","6,342.54","6,134.02",225.56M,0.74%,DAX
2/25/2001,"6,159.02","6,079.97","6,284.81","6,052.01",230.98M,1.38%,DAX
2/18/2001,"6,075.34","6,441.26","6,530.13","6,071.35",266.19M,-5.65%,DAX
2/11/2001,"6,439.26","6,498.93","6,603.17","6,439.26",244.55M,-0.89%,DAX
2/4/2001,"6,497.07","6,633.78","6,693.45","6,497.07",200.12M,-2.13%,DAX
1/28/2001,"6,638.20","6,699.10","6,795.14","6,624.19",223.25M,-0.85%,DAX
1/21/2001,"6,695.20","6,652.46","6,775.26","6,594.19",247.78M,0.66%,DAX
1/14/2001,"6,651.53","6,506.70","6,737.18","6,452.62",259.10M,2.49%,DAX
1/7/2001,"6,490.03","6,368.83","6,552.52","6,293.49",240.88M,1.69%,DAX
12/31/2000,"6,382.31","6,431.14","6,556.94","6,172.44",215.44M,-0.80%,DAX
12/24/2000,"6,433.61","6,252.11","6,469.74","6,252.11",62.36M,2.91%,DAX
12/17/2000,"6,251.40","6,337.81","6,505.75","6,110.26",199.00M,-1.26%,DAX
12/10/2000,"6,331.30","6,702.25","6,813.30","6,331.30",284.09M,-5.38%,DAX
12/3/2000,"6,691.25","6,507.64","6,745.91","6,343.45",234.82M,2.74%,DAX
11/26/2000,"6,512.91","6,665.25","6,804.22","6,361.43",206.22M,-2.27%,DAX
11/19/2000,"6,664.18","6,755.23","6,794.41","6,474.50",192.53M,-1.30%,DAX
11/12/2000,"6,752.29","6,839.98","6,976.63","6,690.61",196.68M,-1.45%,DAX
11/5/2000,"6,851.69","7,139.94","7,185.66","6,831.40",205.80M,-3.88%,DAX
10/29/2000,"7,128.27","6,921.33","7,152.45","6,880.18",213.84M,2.94%,DAX
10/22/2000,"6,924.68","6,614.18","6,930.36","6,542.87",221.40M,4.63%,DAX
10/15/2000,"6,618.43","6,668.12","6,725.33","6,297.49",235.53M,-0.64%,DAX
10/8/2000,"6,661.30","6,776.04","6,776.04","6,383.17",234.17M,-1.70%,DAX
10/1/2000,"6,776.39","6,800.07","6,921.08","6,712.48",167.00M,-0.32%,DAX
9/24/2000,"6,798.12","6,739.28","6,884.63","6,716.84",198.86M,0.86%,DAX
9/17/2000,"6,740.25","6,959.93","6,977.25","6,468.46",239.87M,-3.70%,DAX
9/10/2000,"6,999.54","7,267.68","7,273.30","6,976.41",279.83M,-3.69%,DAX
9/3/2000,"7,267.77","7,355.74","7,456.71","7,248.94",166.43M,-1.05%,DAX
8/27/2000,"7,344.67","7,320.93","7,397.12","7,168.52",168.00M,0.51%,DAX
8/20/2000,"7,307.17","7,233.74","7,333.09","7,147.15",163.24M,1.03%,DAX
8/13/2000,"7,232.42","7,323.87","7,380.19","7,214.68",158.01M,-1.24%,DAX
8/6/2000,"7,322.98","7,020.65","7,327.22","7,020.65",197.70M,4.37%,DAX
7/30/2000,"7,016.59","7,135.39","7,251.88","6,954.60",176.42M,-1.57%,DAX
7/23/2000,"7,128.30","7,377.98","7,428.17","7,076.37",228.99M,-3.32%,DAX
7/16/2000,"7,373.26","7,320.10","7,503.32","7,303.91",178.01M,0.75%,DAX
7/9/2000,"7,318.38","7,052.68","7,342.22","6,955.58",175.04M,3.77%,DAX
7/2/2000,"7,052.22","6,912.97","7,090.11","6,842.61",178.87M,2.23%,DAX
6/25/2000,"6,898.21","6,986.89","7,085.27","6,851.84",156.83M,-1.18%,DAX
6/18/2000,"6,980.41","7,134.17","7,270.20","6,976.97",180.24M,-2.12%,DAX
6/11/2000,"7,131.40","7,251.29","7,388.24","7,131.40",344.87M,-1.70%,DAX
6/4/2000,"7,254.53","7,456.22","7,486.40","7,211.97",148.02M,-2.48%,DAX
5/28/2000,"7,438.95","6,956.14","7,460.51","6,956.14",135.95M,7.22%,DAX
5/21/2000,"6,938.33","6,983.46","7,040.57","6,794.08",179.95M,-0.73%,DAX
5/14/2000,"6,989.03","7,266.08","7,398.48","6,958.92",156.70M,-3.86%,DAX
5/7/2000,"7,269.28","7,532.97","7,532.97","7,013.70",154.60M,-3.47%,DAX
4/30/2000,"7,530.82","7,407.53","7,571.72","7,321.43",109.76M,1.57%,DAX
4/23/2000,"7,414.68","7,164.15","7,444.28","7,096.38",118.78M,3.59%,DAX
4/16/2000,"7,157.95","7,201.66","7,305.94","6,890.96",151.04M,-0.79%,DAX
4/9/2000,"7,214.83","7,534.91","7,614.81","7,168.90",152.42M,-4.09%,DAX
4/2/2000,"7,522.20","7,599.78","7,641.53","7,205.86",203.15M,-1.02%,DAX
3/26/2000,"7,599.39","7,932.71","8,031.21","7,522.70",167.06M,-4.20%,DAX
3/19/2000,"7,932.42","7,716.24","7,949.72","7,677.08",188.45M,2.87%,DAX
3/12/2000,"7,710.92","7,977.06","7,991.07","7,411.76",698.52M,-3.32%,DAX
3/5/2000,"7,975.95","7,960.09","8,136.16","7,877.19",230.32M,0.20%,DAX
2/27/2000,"7,960.03","7,732.90","8,022.48","7,492.23",180.61M,2.86%,DAX
2/20/2000,"7,738.68","7,568.34","7,813.20","7,447.71",191.48M,2.18%,DAX
2/13/2000,"7,573.78","7,569.01","7,699.97","7,342.65",227.73M,-0.50%,DAX
2/6/2000,"7,611.55","7,450.79","7,812.09","7,263.19",282.40M,2.24%,DAX
1/30/2000,"7,444.61","7,054.24","7,491.79","6,816.54",245.15M,5.35%,DAX
1/23/2000,"7,066.60","6,987.59","7,214.58","6,809.64",198.47M,1.06%,DAX
1/16/2000,"6,992.75","7,177.48","7,306.48","6,939.94",229.20M,-2.52%,DAX
1/9/2000,"7,173.22","6,785.47","7,207.45","6,783.22",215.74M,5.78%,DAX
1/2/2000,"6,780.96","6,961.72","7,159.33","6,388.91",239.67M,-2.55%,DAX
2/23/2025,"43,840.91","43,597.76","43,884.19","43,100.87",798.30M,0.95%,Dow Jones
2/16/2025,"43,428.02","44,583.91","44,636.19","43,349.33",2.06B,-2.51%,Dow Jones
2/9/2025,"44,546.08","44,396.92","44,769.05","44,104.48",2.38B,0.55%,Dow Jones
2/2/2025,"44,303.40","44,268.15","44,966.63","43,879.06",2.92B,-0.54%,Dow Jones
1/26/2025,"44,544.66","44,148.84","45,054.36","44,026.27",4.32B,0.27%,Dow Jones
1/19/2025,"44,424.25","43,528.65","44,565.26","43,528.65",2.16B,2.15%,Dow Jones
1/12/2025,"43,487.83","41,924.68","43,653.25","41,844.89",2.50B,3.69%,Dow Jones
1/5/2025,"41,938.45","42,835.52","43,115.31","41,877.30",2.19B,-1.86%,Dow Jones
12/29/2024,"42,732.13","42,863.86","42,905.09","42,174.80",1.66B,-0.60%,Dow Jones
12/22/2024,"42,992.21","42,800.49","43,373.98","42,516.87",1.33B,0.35%,Dow Jones
12/15/2024,"42,840.26","43,825.76","43,951.58","42,146.33",3.48B,-2.25%,Dow Jones
12/8/2024,"43,828.06","44,637.97","44,728.51","43,790.48",2.35B,-1.82%,Dow Jones
12/1/2024,"44,642.52","44,925.86","45,073.63","44,574.78",2.35B,-0.60%,Dow Jones
11/24/2024,"44,910.65","44,385.49","45,071.29","44,385.49",2.07B,1.39%,Dow Jones
11/17/2024,"44,296.51","43,431.89","44,323.95","42,938.87",2.83B,1.96%,Dow Jones
11/10/2024,"43,444.99","44,057.65","44,486.70","43,350.43",2.66B,-1.24%,Dow Jones
11/3/2024,"43,988.99","42,004.66","44,157.29","41,647.30",2.07B,4.61%,Dow Jones
10/27/2024,"42,052.19","42,264.54","42,491.86","41,704.63",2.09B,-0.15%,Dow Jones
10/20/2024,"42,114.40","43,222.21","43,310.87","42,051.39",1.56B,-2.68%,Dow Jones
10/13/2024,"43,275.91","42,800.89","43,325.09","42,692.37",1.47B,0.96%,Dow Jones
10/6/2024,"42,863.86","42,289.51","42,899.75","41,831.74",1.37B,1.21%,Dow Jones
9/29/2024,"42,352.75","42,289.75","42,361.38","41,847.81",1.60B,0.09%,Dow Jones
9/22/2024,"42,313.00","42,060.40","42,628.32","41,859.73",1.93B,0.59%,Dow Jones
9/15/2024,"42,063.36","41,435.17","42,160.91","41,435.17",2.90B,1.62%,Dow Jones
9/8/2024,"41,393.78","40,555.11","41,533.84","39,993.07",1.66B,2.60%,Dow Jones
9/1/2024,"40,345.41","41,489.67","41,489.67","40,297.33",1.48B,-2.93%,Dow Jones
8/25/2024,"41,563.08","41,200.84","41,585.21","40,842.29",1.58B,0.94%,Dow Jones
8/18/2024,"41,175.08","40,670.83","41,207.92","40,584.47",1.48B,1.27%,Dow Jones
8/11/2024,"40,659.76","39,556.01","40,726.03","39,251.72",1.77B,2.94%,Dow Jones
